Q86TC9	P35609
P53350	P36956
Q99708	Q96M94
Q9BY78	Q13501
P42566	Q9BY78
Q16665	P16104
Q9Y4K3	P16104
Q14847	Q14554
Q14847	P35908
Q14847	Q9Y2T2
Q14847	Q9Y618
Q14847	Q9NYV4
Q14847	O00159
Q14847	Q96KQ7
Q14847	P68431
P10721	P42336
Q8WUJ0	Q8WXF1
Q8WUJ0	Q562R1
Q8WUJ0	P78347
Q8WUJ0	P30086
Q8WUJ0	Q5XUX0
Q8WUJ0	P36551
Q8WUJ0	Q86YZ3
O43502	P51587
Q86YC2	O43542
P46934	Q9UJM3
P33981	P43351
O94972	P35222
Q9H0E7	O60907
Q9H0E7	P35998
P41208	Q9H0E7
Q9BVP2	P46527
Q6GPH4	Q12933
Q13546	Q6GPH4
P02549	P51532
P02549	P51531
P02549	Q92878
P02549	P49959
P02549	Q00597
P02549	P07992
P02549	O43543
P02549	P15927
P27694	P02549
P02545	P02549
P68133	P02549
P50402	P02549
P51532	P02549
O15360	P02549
O15287	P02549
P29590	P02549
P22626	P02549
Q9UHR6	Q9Y312
Q9UHR6	Q9UHR6
Q9UI36	P04637
Q9BV68	P11441
P41180	Q13438
P63165	P54252
Q14676	P54252
P54252	Q14676
Q9NXL9	Q9NXL9
O95602	Q149N8
P19525	P61247
Q13573	P43355
P46531	P43355
P52565	Q969H0
Q9BXW9	O14757
O60346	Q9NVI1
P40337	P31749
Q9GZT9	P31749
P67775	P40337
P67775	Q9Y243
P31751	P67775
P67775	P31751
Q92793	P14923
Q15672	Q13309
Q92831	P17482
P17482	Q92831
Q96EB6	P17482
Q9Y312	O75419
Q9Y312	Q92620
Q9Y312	Q13232
Q9Y312	Q9UMS4
Q9Y312	O94906
Q9Y312	P62314
Q9Y312	Q9H4B7
Q9Y312	O43660
Q9Y312	P30876
O95400	Q9Y312
O95400	O60306
O95400	P17844
O95400	O43143
O95400	Q14562
O95400	O95905
O95400	P57678
O95400	Q9UKJ3
O95400	Q9BUJ2
O95400	P52294
O95400	O60684
O95400	P55081
O95400	Q8TF01
O95400	P62140
O95400	Q5VTL8
O95400	O43172
O95400	Q13523
O95400	Q8WXF1
O95400	Q9BTD8
O95400	O75533
O95400	Q15393
O95400	P23246
O95400	O95391
O95400	Q8WVK2
O95400	Q13573
O95400	Q9UQ35
O95400	Q9UGJ1
O95400	Q96RT7
O95400	O15042
Q5T1V6	Q5T1V6
Q56P03	O60306
Q56P03	Q9BUQ8
Q56P03	Q9Y265
Q56P03	Q9Y230
Q56P03	P62304
O95905	Q9Y312
O95905	Q9UMS4
O95905	Q96DI7
Q9UK99	Q9UK99
Q9C086	Q8WUQ7
Q9C086	Q92841
Q9C086	P17844
Q9C086	O43143
Q9C086	Q08211
Q9C086	Q13823
Q9C086	Q9C086
Q9C086	Q9NQ29
Q9C086	Q9Y383
Q9C086	Q9UMS4
Q9C086	P30050
Q9C086	P26373
Q9C086	P18621
Q9C086	P61353
Q9C086	P36578
Q9C086	P62241
Q9C086	Q5JTH9
Q9C086	Q13501
Q9C086	Q8WXA9
Q9C086	Q2NL82
Q9C086	Q9H5H4
Q9C086	P25440
Q9C086	Q15059
Q9UBB6	Q9BSJ8
Q9UBB6	Q53GQ0
Q9UBB6	A1L0T0
Q9UBB6	Q13724
Q9UBB6	Q9UBB6
Q9UBB6	Q15758
Q9Y2S7	O76031
Q9Y2S7	Q9Y2S7
Q9H6T3	Q9Y383
Q9H6T3	O15160
Q9H6T3	P36873
Q9H6T3	Q9H6T3
Q9H6T3	Q9C0B7
Q9Y265	Q9Y312
Q9Y265	Q9Y2X3
Q9Y265	Q92900
Q9Y230	Q9Y312
Q9Y230	Q6R327
Q9Y230	Q9Y5U2
Q9Y230	Q96MX6
Q9Y230	Q14839
Q9Y230	Q96ST2
Q96CW6	Q9UMS4
Q9P0N9	Q13627
Q9P0N9	Q9HB90
Q9P0N9	Q9Y230
Q92574	Q9NWS0
Q92574	Q9Y230
Q92574	O94763
Q92574	Q96MX6
Q9Y5U2	Q14562
Q9Y5U2	Q00613
Q9Y5U2	P55081
Q9Y5U2	O43660
Q9Y5U2	O95391
Q9Y5U2	P62318
O94763	Q9Y230
Q96MX6	P78371
Q96MX6	P48729
Q96MX6	O95905
Q96MX6	Q15029
Q96MX6	Q6ZRV2
Q96MX6	O15212
Q96MX6	P24928
Q96MX6	Q8IXW5
Q96MX6	Q9Y265
Q96MX6	P55735
Q96MX6	Q07617
Q96MX6	Q92574
Q96MX6	P49815
Q96MX6	Q96MX6
Q96MX6	Q9UHR6
O43257	Q9Y230
Q9UHR6	Q92620
Q9UHR6	O60832
Q9UHR6	Q9Y2S7
Q9UHR6	Q93008
Q9UHR6	Q96MX6
Q15649	Q9UMS4
Q15649	Q15649
Q9NWK9	Q9NWK9
P06493	P14923
P06493	P05141
P06493	P22087
P06493	Q15287
Q96H96	P81605
Q96H96	Q92522
Q96H96	Q15424
Q96H96	P05141
Q96H96	Q2PZI1
Q96H96	Q71UI9
Q96H96	P14923
Q96H96	P35813
Q96H96	P84077
Q96H96	Q9H9B4
Q96H96	Q9Y2W1
Q96H96	P15924
Q96H96	O60832
Q96H96	O60331
Q96H96	P11177
Q96H96	O00567
Q96H96	P29401
Q96H96	Q16822
Q96H96	P14868
Q96H96	P12236
Q96H96	P35749
Q96H96	P38919
Q96H96	P36776
Q7KZN9	P30050
Q7KZN9	O00422
Q7KZN9	Q9BY43
Q7KZN9	Q9Y3Y2
Q7KZN9	Q96A08
Q7KZN9	Q9Y277
Q7KZN9	P84077
Q7KZN9	Q92522
Q7KZN9	P22087
Q7KZN9	Q9UJZ1
Q7KZN9	Q99729
Q7KZN9	Q2PZI1
Q7KZN9	P27824
Q7KZN9	O75947
Q7KZN9	O00483
Q7KZN9	Q12931
Q7KZN9	O75683
Q7KZN9	P55209
Q7KZN9	Q04837
Q7KZN9	Q9NX24
Q7KZN9	Q32P51
Q7KZN9	Q7L2E3
Q7KZN9	P18077
Q7KZN9	P13804
Q7KZN9	Q9NR30
Q7KZN9	P11388
Q7KZN9	Q01105
Q7KZN9	P42766
Q7KZN9	Q71UI9
Q7KZN9	O75489
Q7KZN9	P12236
Q7KZN9	Q15717
Q7KZN9	P62873
Q7KZN9	P62258
Q7KZN9	Q14151
Q7KZN9	O43324
Q7KZN9	P63167
Q7KZN9	P04844
Q7KZN9	P61586
Q7KZN9	P51149
Q7KZN9	Q13310
Q7KZN9	Q9Y2X3
Q7KZN9	Q16891
Q7KZN9	Q9UKV3
Q7KZN9	P12956
Q7KZN9	P05023
Q7KZN9	Q96SB4
Q7KZN9	P55265
Q7KZN9	P50454
Q7KZN9	O94832
Q7KZN9	Q14204
Q7KZN9	O60264
Q7KZN9	P06396
Q7KZN9	P22102
P09622	P32119
P09622	P24534
P09622	P61289
P09622	Q15084
P09622	Q13347
P09622	P61088
P09622	P81605
P09622	Q9GZZ1
P09622	O75531
P09622	P30048
P09622	P43686
P09622	O75821
P09622	P50213
P09622	P50454
P09622	P23919
P09622	P61923
P09622	P18085
P09622	P11940
P09622	P51659
P09622	P51665
P09622	P12956
P09622	P62136
P09622	P07195
P09622	P13995
P09622	P55884
P09622	O00303
P09622	Q9Y230
P09622	P24666
P09622	P62333
P09622	P13861
P09622	Q15102
P09622	Q15181
P09622	O60884
P09622	P14868
P09622	P60953
P09622	Q9NR31
P09622	P13797
P09622	Q8WUM4
P09622	P07814
P09622	Q9BT78
P09622	P43897
P09622	P30050
P09622	O76094
P09622	Q9BXS5
P09622	Q9H773
P09622	O15160
P09622	Q9BZX2
P09622	P48739
P09622	P05109
P09622	Q92665
P09622	Q9P289
P09622	Q13596
P09622	P60891
P09622	Q13155
P09622	P67870
P09622	E9PAV3
P09622	P62491
P09622	O95715
P09622	P06454
P09622	P14174
P09622	Q15019
P09622	P48444
P09622	Q71UI9
P09622	P55209
P09622	O75489
P09622	Q16186
P09622	P61353
P09622	P38919
P09622	P49327
P09622	Q6ZMR3
P09622	Q92499
P09622	P62906
P09622	P13929
P09622	P62495
P09622	Q99613
P09622	Q9Y285
P09622	P15924
P09622	O15371
P09622	Q9BXP5
P09622	Q96C36
P09622	P49770
P09622	Q12996
P09622	P50750
P09622	P31153
P09622	Q14566
P09622	P34932
P09622	Q13838
P09622	Q92598
P09622	Q9Y5B9
P09622	Q9H4M9
P09622	Q6PKG0
P09622	Q86YP4
P09622	P47897
P09622	Q04637
P09622	Q7Z2W4
P36957	Q13501
P36957	P04637
P36957	Q07065
P36957	P11387
P36957	Q9NX24
P36957	Q9Y2X3
P36957	P62258
P36957	O60832
P36957	Q9NX63
P36957	P37802
P36957	P20700
P36957	Q9H8G2
P36957	Q15084
P36957	P06493
P36957	P50402
P36957	P63241
P36957	O75367
P36957	P52926
P36957	P09936
P36957	P11388
P36957	Q8NAV1
P36957	Q9Y3B4
P36957	P38117
P36957	P61586
P36957	P82912
P36957	P09211
P36957	P13746
P36957	P12268
P36957	P05141
P36957	Q5SSJ5
P36957	Q9UM54
P36957	Q16658
P36957	Q13263
P36957	Q9UMS4
P36957	P12236
P36957	P43686
P36957	P48047
P36957	Q96C36
P36957	Q12931
P36957	P27824
P36957	P61981
P36957	P24752
P36957	Q14165
P36957	P04181
P36957	Q12872
P36957	P42166
P36957	Q15424
P36957	P10515
P36957	Q9P013
P36957	Q1ED39
P36957	Q9P2E9
P36957	O43660
P36957	Q96ME7
P36957	Q9UNF1
P36957	Q14739
P36957	Q92614
P36957	Q9BYT8
P36957	Q9P0M6
P36957	Q12905
P36957	P38919
P36957	Q6YN16
P36957	P46060
P36957	Q13492
P36957	Q14204
P36957	Q9UJS0
P36957	Q15542
P36957	P25205
P36957	Q02880
P36957	Q12830
P36957	Q9UPZ3
O00429	P00338
O00429	P26641
O00429	Q9Y3B4
O00429	P09493
O00429	Q12905
O00429	P29692
O00429	P23526
O00429	P14625
O00429	P18669
O00429	Q16543
O00429	P55209
O00429	P61163
O00429	P81605
O00429	P54136
O00429	P38919
O00429	P25789
O00429	P35244
O00429	P13797
O00429	E9PAV3
O00429	P62191
O00429	P31689
O00429	Q13561
O00429	P11586
O00429	O95433
O00429	Q9NR30
O00429	O43684
O00429	Q14204
O00429	Q9Y490
O00429	Q15424
Q99714	P22061
Q99714	P19105
Q99714	P78371
Q99714	P11940
Q99714	Q13263
Q99714	P51665
Q99714	Q9UL46
Q99714	P55769
Q99714	Q15084
Q99714	P12956
Q99714	P62906
Q99714	P30048
Q99714	P62333
Q99714	P38919
Q99714	P55209
Q99714	P00492
Q99714	Q15717
Q99714	Q9Y657
Q99714	P60174
Q99714	P52434
Q99714	Q8NC51
Q99714	O15371
Q99714	Q92918
Q99714	P31153
Q99714	Q9Y3I0
Q99714	P33992
Q99714	P33991
Q99714	O43684
Q99714	Q16576
Q99714	Q9UBT2
Q99714	Q8TBX8
Q99714	O60832
Q99714	Q99460
Q99714	Q8WUM4
Q99714	Q9NUU7
Q99714	Q9UM54
Q99497	Q9NYF8
Q99497	Q99417
Q99497	Q8NC51
Q99497	P84077
Q99497	P31946
Q99497	Q9UHB6
Q99497	P30041
Q99497	Q99714
Q99497	O14979
Q99497	O60832
Q99497	P30048
Q99497	P06753
Q99497	P50990
Q99497	Q32P51
Q99497	P27348
Q99497	Q9Y676
Q99497	P08559
Q99497	P12814
Q99497	Q9H307
Q99497	O00422
Q99497	P09622
Q99497	P11177
Q99497	P62820
Q99497	P35749
P08559	P07355
P08559	P32322
P08559	O00116
P08559	P40926
P08559	Q96AE4
P08559	Q9NX63
P08559	Q9Y3Y2
P08559	P62888
P08559	P54819
P08559	Q9NVI7
P08559	P51148
P08559	Q12904
P08559	O75947
P08559	Q7KZF4
P08559	O75521
P08559	P31942
P08559	Q9NS69
P08559	Q6RW13
P08559	P35244
P08559	P31930
P08559	P05023
P08559	Q08379
P08559	P61586
P08559	Q96EP5
P08559	P04792
P08559	O00165
P08559	P82979
P08559	Q92522
P08559	Q7Z7H5
P08559	Q12931
P08559	P30101
P08559	Q16352
P08559	P50454
P08559	Q8WXF1
P08559	Q99729
P08559	Q9P013
P08559	Q13283
P08559	P20700
P08559	O95831
P08559	P16615
P08559	O60828
P08559	P24752
P08559	Q9UM54
P08559	Q14974
P08559	P45880
P08559	Q8NAV1
P08559	P07237
P08559	Q9BVP2
P08559	Q14126
P08559	Q9UHB9
P08559	P35221
P08559	Q09161
P08559	Q5SSJ5
P08559	Q6UN15
P08559	P56192
P08559	Q9P2N5
P08559	Q8WUM4
P08559	P57740
P08559	Q9Y230
P08559	Q8N684
P08559	Q9UHD8
P08559	Q14739
P08559	Q9UJS0
P08559	P11387
P08559	P50416
P08559	O60264
P08559	Q9ULH0
P08559	Q14839
P31040	P62937
P31040	P19105
P31040	P62888
P31040	P05023
P31040	P50990
P31040	P61254
P31040	P06493
P31040	P30050
P31040	P07195
P31040	O75915
P31040	P24534
P31040	Q9NX63
P31040	Q9Y230
P31040	Q9BVC6
P31040	P61981
P31040	P27824
P31040	P61421
P31040	P13746
P31040	P14923
P31040	P31153
P31040	Q8NC51
P31040	P62191
P31040	P22695
P31040	P41219
P31040	P08243
P31040	P15924
P31040	Q92499
P31040	P49619
P31040	Q13200
P31040	Q9UQE7
P31040	P49327
P31040	Q00341
P35610	P81605
P35610	P15924
P35610	P07737
P35610	Q8NC51
P35610	Q9Y3Y2
P35610	Q00325
P35610	P35813
P35610	P09493
P35610	P62258
P35610	P13073
P35610	Q16718
P35610	P30041
P35610	P35613
P35610	Q9H9B4
P35610	P34897
P35610	P04075
P35610	P53985
P35610	P07814
P35610	P27348
P35610	P32322
P35610	O60832
P35610	P49006
P35610	O43324
P35610	Q8WUM4
P35610	Q14697
P00441	P07305
P00441	P09211
P00441	O75347
P00441	P78371
P00441	P63104
P00441	P35813
P00441	Q04760
P00441	O00487
P00441	Q92522
P00441	E9PAV3
P00441	P49773
P00441	P12277
P00441	Q12905
P00441	P31153
P00441	P29692
P00441	P24752
P00441	Q15695
P00441	P61088
P00441	Q9UHV9
P00441	Q08257
P00441	P62873
P00441	P49419
P00441	P60953
P00441	P61586
P00441	P51151
P00441	P19388
P00441	P09429
P00441	P25787
P00441	Q9UL46
P00441	P49588
P00441	P07602
P00441	P25205
P00441	Q13162
P00441	Q5RKV6
P00441	P12956
P00441	Q15717
P00441	Q16186
P00441	P05455
P00441	Q92918
P00441	O00231
P00441	P62191
P00441	Q8N684
P00441	P14868
P00441	Q08J23
P00441	Q8N1F7
P00441	Q7KZF4
P00441	Q9P2J5
P00441	Q9BQG0
P00441	Q7Z6Z7
P00441	Q86YZ3
P21796	P12956
P21796	P10599
P21796	Q9H444
P21796	P09493
P21796	Q9H9B4
P21796	P62937
P21796	Q92522
P21796	Q9Y3U8
P21796	P20700
P21796	P61353
P21796	P13010
P21796	Q9UJZ1
P21796	P11177
P21796	P30050
P21796	P42766
P21796	Q12905
P21796	P20674
P21796	Q00325
P21796	P30041
P21796	P22087
P21796	Q15717
P21796	P27824
P21796	P12268
P21796	P07737
P21796	O60331
P21796	O00567
P21796	P31930
P21796	P63104
P21796	P00403
P21796	Q9Y265
P21796	O14979
P21796	P14625
P21796	P00338
P21796	P13804
P21796	O95831
P21796	P29401
P21796	P12277
P21796	P55209
P21796	P26641
P21796	Q03252
P21796	P60174
P21796	O14579
P21796	P41252
P21796	P11388
P21796	Q14974
P21796	Q14151
P21796	P11387
Q7KZN9	P04908
P36957	P04908
O00429	P04908
Q99714	P04908
Q99497	P04908
Q99497	P04908
P00441	P04908
P00441	P04908
P08559	P59998
P36957	P0DP23
O00429	P0DP23
P08559	P0DP24
P09622	P62807
P09622	P62807
P09622	P62807
P31040	P58876
P31040	P62807
P31040	P62807
P31040	P62807
P21796	P58876
P21796	P62807
P08559	P68431
P08559	P68431
P08559	P68431
P08559	P68431
P36957	P69905
P08559	P84243
P08559	Q71DI3
P06493	Q9H3K6
P06493	Q9H3K6
P09622	Q9H3K6
P09622	Q9H3K6
Q99497	Q9H3K6
P21796	Q9H3K6
Q15286	Q13137
P11142	P13473
P13473	Q92793
P25054	P48730
P25054	Q93009
P25054	Q13049
P35222	Q93009
Q15303	P03372
P30518	P30518
Q16625	Q16625
Q14145	P38398
P33992	Q9BXW9
Q13131	O15360
P68431	Q9BXW9
Q9NVI1	P33778
Q9NVI1	P62805
P16234	Q06124
P12931	Q06124
Q6UXX9	O75084
O75084	Q9ULT6
P55211	Q13490
Q76N32	P33993
P17302	P27348
P16234	P20936
O14733	P28482
P01111	P15056
Q9Y336	P29350
P53350	Q07817
Q16539	Q07817
Q07817	P06493
Q7Z5Q5	P51587
Q9BX63	Q7Z5Q5
P03372	P42345
O00499	P61006
Q8N3D4	P61006
Q13094	Q07912
Q92990	Q13489
Q13490	Q92990
Q8WUF5	Q14145
Q9BXL7	P48729
P05412	P35125
P36406	P0CG48
P03372	Q969T9
Q9BZQ6	P30040
Q9BZQ6	Q9NZL4
Q9BZQ6	P14314
Q9BZQ6	P04844
Q9BZQ6	P35606
Q9BZQ6	P53618
Q9BZQ6	Q96DZ1
Q9BZQ6	O95757
Q9BZQ6	Q96JH7
Q9BZQ6	Q16706
Q9BZQ6	P53621
Q9BZQ6	Q92598
Q9BZQ6	Q14697
Q9BZQ6	P22314
Q9BZQ6	P14625
Q9BZQ6	P11142
Q9BZQ6	Q9Y4L1
Q9BZQ6	Q96PU5
P55317	Q9H0H5
P55317	Q15269
P55317	P42696
P55317	Q13148
P55317	O15226
P55317	Q9NVU7
P55317	P35659
P55317	Q9P2K3
P55317	Q13610
P55317	Q9Y383
P55317	P11388
P55317	Q9H9L3
P55317	P24468
P55317	P13489
P55317	Q9UMY1
P55317	Q8NEJ9
P55317	P23771
P55317	Q96P11
P55317	Q9UKM9
P55317	Q9NRX1
P55317	Q6ISB3
P55317	P42677
P55317	Q96T88
P55317	P27635
P55317	Q66PJ3
P55317	O15446
P55317	Q2NL82
P55317	Q9NPE3
P55317	Q9UPN9
P55317	Q96EP5
P55317	P01619
P55317	P15311
P55317	O43304
P55317	Q9H9Y2
P55317	Q9GZS1
P55317	P13693
P55317	Q5RKV6
P55317	Q9C005
P55317	Q15424
P55317	P48729
P55317	P06744
P55317	Q13595
P55317	Q9Y6Q9
P55317	O43395
P55317	Q8NHQ9
P55317	P06493
P55317	Q04726
P55317	O75475
P55317	Q14839
P55317	Q9Y388
P55317	P07741
P55317	Q9H579
P55317	P25685
P55317	Q9NXF1
P55317	P31689
P55317	Q9NVA2
P55317	P21266
P55317	Q96JP5
P55317	O95251
P55317	Q9BUJ2
Q12888	O43683
P40763	P07355
Q99704	P26010
P12931	P50402
P12931	P42166
P00519	P50402
P30101	Q03518
Q03518	P27824
P05106	P08514
Q99418	P49703
O15379	O60566
O60566	O15379
Q14258	Q9UN86
Q14258	Q13283
Q14258	P62861
Q14258	Q02413
Q14258	O43390
Q14258	O00425
Q14258	P60174
Q14258	P67809
Q14258	P46781
Q14258	P26373
Q14258	P62750
Q14258	P39023
Q14258	Q13867
Q14258	P36578
Q14258	P61513
Q14258	Q02878
Q14258	P62241
Q14258	Q9BUQ8
Q14258	P61313
Q14258	P62277
Q14258	Q1KMD3
Q14258	P12236
Q14258	P08174
Q14258	P46777
Q14258	P50914
Q14258	P08758
Q14258	P14923
Q14258	P62424
Q14258	Q16658
Q14258	P18669
Q14258	P62195
Q14258	Q12905
Q14258	Q08211
Q14258	P07355
Q14258	P26639
Q14258	P62854
Q14258	P07910
Q14258	Q9NY93
Q14258	Q6PID8
Q14258	P00338
Q14258	O15479
Q14258	Q12906
Q14258	Q9H0A0
Q14258	P62913
Q14258	P17844
Q14258	P62280
Q14258	P55072
Q14258	Q06830
Q14258	P20042
Q14258	Q13619
Q14258	Q9NZI8
Q14258	P14324
Q14258	Q8TDN6
Q14258	P63173
Q14258	Q9Y4I1
Q14258	P33993
Q14258	P06702
Q14258	P05109
Q14258	Q13501
Q14258	Q8IWZ3
Q14258	P31689
Q14258	Q09472
Q14258	O75190
Q14258	Q13418
Q14258	Q9BQA1
Q14258	Q9UI10
Q14258	P04350
Q14258	P62318
Q14258	P61077
Q9Y5J3	Q9Y5J3
P17612	P21728
Q9H9J4	P37275
Q504Q3	P37275
P37275	Q9HBJ7
P37275	Q70EK9
P37275	P15374
Q9Y4K3	Q5VVQ6
Q5VVQ6	Q9Y4K3
Q5VVQ6	Q9H0F6
Q9NZ52	Q99418
Q14258	O15439
Q14258	Q9NYB9
Q14258	P42684
Q14258	Q13085
Q14258	P49748
Q14258	Q9NPJ3
Q14258	P35611
Q14258	P48960
Q14258	Q9BRR6
Q14258	P18825
Q14258	Q8N556
Q14258	Q9UHB7
Q14258	O95081
Q14258	Q12802
Q14258	Q8TCU4
Q14258	Q9NYG5
Q14258	Q9UJX3
Q14258	Q86XL3
Q14258	A7E2S9
Q14258	Q8NB46
Q14258	Q68DC2
Q14258	A6NFN9
Q14258	Q9NQW6
Q14258	Q9BTT0
Q14258	Q5VT79
Q14258	P61966
Q14258	O95704
Q14258	Q9BQE5
Q14258	Q13795
Q14258	Q6P4F7
Q14258	O15085
Q14258	Q8NFD5
Q14258	Q4LE39
Q14258	Q9ULH1
Q14258	Q76L83
Q14258	Q6PL18
Q14258	O95260
Q14258	P54259
Q14258	P16615
Q14258	O43286
Q14258	Q9P281
Q14258	Q8N9N5
Q14258	Q8WY36
Q14258	O15382
Q14258	Q9BQE9
Q14258	P62952
Q14258	P53004
Q14258	Q8IWQ3
Q14258	Q9Y2F9
Q14258	Q9Y297
Q14258	Q8TDN4
Q14258	Q6P4E1
Q14258	Q86V15
Q14258	Q16204
Q14258	Q9BSQ5
Q14258	P24863
Q14258	P41002
Q14258	P51959
Q14258	P40227
Q14258	Q6YHK3
Q14258	P48509
Q14258	P16070
Q14258	O75794
Q14258	Q8NHZ8
Q14258	Q9NRR3
Q14258	Q96FF9
Q14258	Q14004
Q14258	P17676
Q14258	Q92879
Q14258	Q6P2H3
Q14258	Q8TCT0
Q14258	Q9P2M7
Q14258	Q9P2D1
Q14258	Q8IWX8
Q14258	Q96EP1
Q14258	Q8IZ52
Q14258	Q9NPF2
Q14258	P51798
Q14258	P49761
Q14258	Q9NWW5
Q14258	P54105
Q14258	O94985
Q14258	P09496
Q14258	Q8IZR5
Q14258	Q8NE01
Q14258	Q9Y2B0
Q14258	Q96MW5
Q14258	P20908
Q14258	Q8NBJ5
Q14258	Q86VU5
Q14258	O14579
Q14258	Q9UI42
Q14258	Q70SY1
Q14258	Q8IUH2
Q14258	Q8IUI8
Q14258	O75534
Q14258	Q9Y6M4
Q14258	Q12996
Q14258	P49711
Q14258	Q9UBT7
Q14258	P35222
Q14258	P07339
Q14258	Q13948
Q14258	P49447
Q14258	Q7L576
Q14258	O43739
Q14258	Q96EP5
Q14258	P61962
Q14258	Q9NPI6
Q14258	Q9UJW0
Q14258	Q7Z4W1
Q14258	O94760
Q14258	Q8NEL9
Q14258	Q92499
Q14258	Q13838
Q14258	Q7L014
Q14258	O75618
Q14258	Q6IQ26
Q14258	Q6ZUT9
Q14258	O60231
Q14258	Q9H6R0
Q14258	Q14147
Q14258	Q14562
Q14258	Q9BTC0
Q14258	Q92813
Q14258	Q9P265
Q14258	P10515
Q14258	P24855
Q14258	Q8NFT8
Q14258	Q9Y6K1
Q14258	Q01658
Q14258	Q9Y6G9
Q14258	Q13627
Q14258	Q86YF9
Q14258	O60869
Q14258	Q5JST6
Q14258	P60842
Q14258	Q13541
Q14258	P56537
Q14258	P55199
Q14258	Q9H5J4
Q14258	Q9BV81
Q14258	Q7L5Y1
Q14258	Q99814
Q14258	Q9HCS5
Q14258	Q969X5
Q14258	Q96RQ1
Q14258	O75477
Q14258	P30040
Q14258	P11474
Q14258	A0FGR8
Q14258	Q9UQ84
Q14258	Q99504
Q14258	P15311
Q14258	O95864
Q14258	Q6UXB0
Q14258	Q86V20
Q14258	Q14153
Q14258	Q14296
Q14258	Q9UHY8
Q14258	Q9Y3D6
Q14258	Q8TF40
Q14258	Q9UPW0
Q14258	Q01167
Q14258	Q08050
Q14258	Q05932
Q14258	Q86XX4
Q14258	Q8WU20
Q14258	Q96AE4
Q14258	Q9BQS8
Q14258	Q9ULW2
Q14258	Q8TAE8
Q14258	Q86SR1
Q14258	Q9NXN4
Q14258	Q9UJY5
Q14258	Q8N2G8
Q14258	Q6Y7W6
Q14258	Q8TF65
Q14258	P15104
Q14258	P08754
Q14258	P50148
Q14258	P84996
Q14258	Q13823
Q14258	Q08378
Q14258	Q9H4A6
Q14258	Q3T8J9
Q14258	Q9UKJ3
Q14258	Q6ZVF9
Q14258	P62993
Q14258	Q9P0R6
Q14258	O43824
Q14258	Q5GLZ8
Q14258	Q15011
Q14258	A2PYH4
Q14258	P49773
Q14258	O00291
Q14258	Q9H422
Q14258	Q5T1R4
Q14258	P22626
Q14258	P31942
Q14258	Q9NSC5
Q14258	Q8IX15
Q14258	P31260
Q14258	Q9NYD6
Q14258	Q9UPZ3
Q14258	P10809
Q14258	P41252
Q14258	P08069
Q14258	Q9Y6M1
Q14258	Q9H0C8
Q14258	O15357
Q14258	P06213
Q14258	Q68E01
Q14258	Q9NVH2
Q14258	Q9UHH9
Q14258	Q9UI26
Q14258	O95373
Q14258	Q15811
Q14258	Q9Y219
Q14258	Q7Z3B3
Q14258	Q674X7
Q14258	P29375
Q14258	A4D1U4
Q14258	Q9HCM3
Q14258	Q9H1H9
Q14258	Q9Y4X4
Q14258	Q9BXK1
Q14258	P57682
Q14258	Q8NBE8
Q14258	Q1ED39
Q14258	P32004
Q14258	O15230
Q14258	O43813
Q14258	Q99538
Q14258	P42702
Q14258	Q9UPQ0
Q14258	Q03252
Q14258	Q8NF37
Q14258	P50851
Q14258	Q9NZR2
Q14258	Q7L1W4
Q14258	Q6NSJ5
Q14258	Q86VH5
Q14258	Q16553
Q14258	Q96EH3
Q14258	P36507
Q14258	P46734
Q14258	O95819
Q14258	Q16539
Q14258	Q16659
Q14258	P45984
Q14258	Q96L34
Q14258	P31153
Q14258	O15068
Q14258	P40926
Q14258	Q00987
Q14258	Q86YW9
Q14258	Q9UHV7
Q14258	Q71F56
Q14258	O95402
Q14258	Q9NX70
Q14258	P53582
Q14258	P50579
Q14258	Q9UJH8
Q14258	Q8N4C8
Q14258	Q8IVT2
Q14258	Q9BUB5
Q14258	Q9BVC4
Q14258	Q14149
Q14258	Q6WCQ1
Q14258	Q9BV20
Q14258	P82912
Q14258	P82663
Q14258	P52701
Q14258	Q13421
Q14258	Q13615
Q14258	P03901
Q14258	Q9HD67
Q14258	Q96H55
Q14258	Q12965
Q14258	Q9NZM1
Q14258	Q86TC9
Q14258	Q96RE7
Q14258	Q96BF6
Q14258	Q15021
Q14258	Q15003
Q14258	Q9Y618
Q14258	Q9UGV2
Q14258	Q9Y6M9
Q14258	P28331
Q14258	Q8TDX7
Q14258	Q6KC79
Q14258	Q86X76
Q14258	P30414
Q14258	Q8TAU0
Q14258	Q9C000
Q14258	Q9HBL8
Q14258	Q13423
Q14258	Q9BSC4
Q14258	Q96MY1
Q14258	Q15233
Q14258	O00567
Q14258	Q8NDH3
Q14258	P17342
Q14258	Q14995
Q14258	P24468
Q14258	Q8IVD9
Q14258	O75694
Q14258	Q92621
Q14258	P61970
Q14258	P54368
Q14258	Q8N543
Q14258	Q9BRP0
Q14258	Q7Z4N8
Q14258	Q4VXU2
Q14258	Q9H361
Q14258	P43034
Q14258	P22234
Q14258	O75781
Q14258	Q9Y3D7
Q14258	Q5XG87
Q14258	Q8N4S7
Q14258	Q8TEW0
Q14258	P05166
Q14258	Q3KNV8
Q14258	Q8NBP7
Q14258	Q13442
Q14258	Q08499
Q14258	O15534
Q14258	O15067
Q14258	O60825
Q14258	Q16875
Q14258	Q96HS1
Q14258	O00264
Q14258	Q8NDX5
